config_hash,experiment,source,target,classifier,strategy,seed,budget,run_type,macro_f1,accuracy,n_source_train,n_target_labeled,n_target_val,n_pseudo,chosen_C,val_score,tuning,fit_seconds
27139c325d,pilot,electronics,books,logreg,random,0,500,target_only,0.9610918749480309,0.96125,0,500,0,0,0.1,0.9799350015636592,budget_cv,0.045
27139c325d,pilot,electronics,books,logreg,random,1,0,source_only,0.7572435885403959,0.7575,2000,0,0,0,0.1,0.9679994879918079,source_val_fallback,0.028
27139c325d,pilot,electronics,books,logreg,random,1,50,transfer,0.9485873270896195,0.94875,2000,50,0,0,1.0,1.0,budget_cv,0.104
27139c325d,pilot,electronics,books,logreg,random,1,50,target_only,0.9510811535440293,0.95125,0,50,0,0,1.0,0.9605091159270726,budget_cv,0.036
27139c325d,pilot,electronics,books,logreg,random,1,100,transfer,0.9473684210526316,0.9475,2000,100,0,0,1.0,0.9291649724405892,budget_cv,0.104
27139c325d,pilot,electronics,books,logreg,random,1,100,target_only,0.9560852510747351,0.95625,0,100,0,0,0.1,0.939579270785922,budget_cv,0.032
27139c325d,pilot,electronics,books,logreg,random,1,250,transfer,0.9511087501234035,0.95125,2000,250,0,0,1.0,0.9638064071136861,budget_cv,0.104
27139c325d,pilot,electronics,books,logreg,random,1,250,target_only,0.9573590182541026,0.9575,0,250,0,0,0.1,0.9678969386834556,budget_cv,0.039
27139c325d,pilot,electronics,books,logreg,random,1,500,transfer,0.9548507252102263,0.955,2000,500,0,0,10.0,0.9639361181400684,budget_cv,0.121
27139c325d,pilot,electronics,books,logreg,random,1,500,target_only,0.9611040795233368,0.96125,0,500,0,0,0.1,0.9679167527268794,budget_cv,0.044
27139c325d,pilot,electronics,books,logreg,random,2,0,source_only,0.7572435885403959,0.7575,2000,0,0,0,0.1,0.9679994879918079,source_val_fallback,0.026
27139c325d,pilot,electronics,books,logreg,random,2,50,transfer,0.9598554797270173,0.96,2000,50,0,0,10.0,0.9585245164192533,budget_cv,0.168
27139c325d,pilot,electronics,books,logreg,random,2,50,target_only,0.9598554797270173,0.96,0,50,0,0,0.1,1.0,budget_cv,0.043
27139c325d,pilot,electronics,books,logreg,random,2,100,transfer,0.9561347852719408,0.95625,2000,100,0,0,1.0,0.9299718119571061,budget_cv,0.09
27139c325d,pilot,electronics,books,logreg,random,2,100,target_only,0.964851497577264,0.965,0,100,0,0,0.1,0.9295131672740782,budget_cv,0.031
27139c325d,pilot,electronics,books,logreg,random,2,250,transfer,0.959867311297979,0.96,2000,250,0,0,1.0,0.9600025509950676,budget_cv,0.103
27139c325d,pilot,electronics,books,logreg,random,2,250,target_only,0.963602076564287,0.96375,0,250,0,0,0.1,0.9559841545288309,budget_cv,0.037
27139c325d,pilot,electronics,books,logreg,random,2,500,transfer,0.9636134937476376,0.96375,2000,500,0,0,1.0,0.9559792164640125,budget_cv,0.107
27139c325d,pilot,electronics,books,logreg,random,2,500,target_only,0.964851497577264,0.965,0,500,0,0,0.1,0.957955032068538,budget_cv,0.04
27139c325d,pilot,electronics,books,logreg,uncertainty,0,0,source_only,0.7572435885403959,0.7575,2000,0,0,0,0.1,0.9679994879918079,source_val_fallback,0.028
27139c325d,pilot,electronics,books,logreg,uncertainty,0,50,transfer,0.8924832005000781,0.8925,2000,50,0,0,10.0,0.8861735366083193,budget_cv,0.091
27139c325d,pilot,electronics,books,logreg,uncertainty,0,50,target_only,0.9374119856047567,0.9375,0,50,0,0,0.1,0.9444444444444443,budget_cv,0.032
27139c325d,pilot,electronics,books,logreg,uncertainty,0,100,transfer,0.9461469218425893,0.94625,2000,100,0,0,1.0,0.9285847244104959,budget_cv,0.096
27139c325d,pilot,electronics,books,logreg,uncertainty,0,100,target_only,0.9573464472099558,0.9575,0,100,0,0,0.1,0.9293509304632774,budget_cv,0.036
27139c325d,pilot,electronics,books,logreg,uncertainty,0,250,transfer,0.9573464472099558,0.9575,2000,250,0,0,1.0,0.9038423788645286,budget_cv,0.099
27139c325d,pilot,electronics,books,logreg,uncertainty,0,250,target_only,0.9585946652990358,0.95875,0,250,0,0,0.1,0.8998738528569473,budget_cv,0.034
27139c325d,pilot,electronics,books,logreg,uncertainty,0,500,transfer,0.9611157887144848,0.96125,2000,500,0,0,1.0,0.9439703266018018,budget_cv,0.112
27139c325d,pilot,electronics,books,logreg,uncertainty,0,500,target_only,0.9636134937476376,0.96375,0,500,0,0,0.1,0.9439799369645008,budget_cv,0.038
27139c325d,pilot,electronics,books,logreg,uncertainty,1,0,source_only,0.7572435885403959,0.7575,2000,0,0,0,0.1,0.9679994879918079,source_val_fallback,0.024
27139c325d,pilot,electronics,books,logreg,uncertainty,1,50,transfer,0.8761290322580646,0.87625,2000,50,0,0,10.0,0.8842880147227974,budget_cv,0.092
27139c325d,pilot,electronics,books,logreg,uncertainty,1,50,target_only,0.9561347852719408,0.95625,0,50,0,0,0.1,0.9776021080368906,budget_cv,0.034
27139c325d,pilot,electronics,books,logreg,uncertainty,1,100,transfer,0.9573464472099558,0.9575,2000,100,0,0,10.0,0.8822146990250438,budget_cv,0.093
27139c325d,pilot,electronics,books,logreg,uncertainty,1,100,target_only,0.9648627450980392,0.965,0,100,0,0,0.1,0.9043891376468509,budget_cv,0.035
27139c325d,pilot,electronics,books,logreg,uncertainty,1,250,transfer,0.96359019509064,0.96375,2000,250,0,0,1.0,0.899407733299998,budget_cv,0.106
27139c325d,pilot,electronics,books,logreg,uncertainty,1,250,target_only,0.9611040795233368,0.96125,0,250,0,0,0.1,0.8834788516917037,budget_cv,0.042
